date,close
2014-06-24,582.3569946 
2014-06-25,566.3359985 
2014-06-26,581.1370239 
2014-06-27,597.2609863 
2014-06-28,596.5490112 
2014-06-29,602.7150269 
2014-06-30,639.7969971 
2014-07-01,640.8060303 
2014-07-02,650.8790283 
2014-07-03,645.1560059 
2014-07-04,630.6920166 
2014-07-05,631.4569702 
2014-07-06,635.8070068 
2014-07-07,624.0859985 
2014-07-08,624.8179932 
2014-07-09,624.5089722 
2014-07-10,616.7620239 
2014-07-11,632.0029907 
2014-07-12,633.7130127 
2014-07-13,626.4970093 
2014-07-14,619.3150024 
2014-07-15,621.5859985 
2014-07-16,616.7999878 
2014-07-17,623.0889893 
2014-07-18,628.7789917 
2014-07-19,628.5150146 
2014-07-20,623.9000244 
2014-07-21,622.2109985 
2014-07-22,621.5510254 
2014-07-23,619.414978 
2014-07-24,601.7329712 
2014-07-25,601.0889893 
2014-07-26,595.8129883 
2014-07-27,593.8519897 
2014-07-28,585.690979 
2014-07-29,584.7249756 
2014-07-30,567.2930298 
2014-07-31,586.2349854 
2014-08-01,594.9160156 
2014-08-02,589.3330078 
2014-08-03,586.6660156 
2014-08-04,588.7819824 
2014-08-05,585.4359741 
2014-08-06,584.6530151 
2014-08-07,588.8690186 
2014-08-08,592.5770264 
2014-08-09,589.3720093 
2014-08-10,591.0609741 
2014-08-11,576.367981 
2014-08-12,569.6420288 
2014-08-13,546.65802 
2014-08-14,505.973999 
2014-08-15,497.0100098 
2014-08-16,519.7080078 
2014-08-17,491.7950134 
2014-08-18,461.4599915 
2014-08-19,485.2449951 
2014-08-20,511.980011 
2014-08-21,517.2369995 
2014-08-22,514.0430298 
2014-08-23,498.0750122 
2014-08-24,508.2860107 
2014-08-25,502.4960022 
2014-08-26,511.5700073 
2014-08-27,511.1530151 
2014-08-28,507.8150024 
2014-08-29,508.5169983 
2014-08-30,504.2489929 
2014-08-31,477.7630005 
2014-09-01,474.8789978 
2014-09-02,477.4259949 
2014-09-03,477.5859985 
2014-09-04,489.6600037 
2014-09-05,483.3420105 
2014-09-06,484.8299866 
2014-09-07,482.2780151 
2014-09-08,474.6000061 
2014-09-09,475.2600098 
2014-09-10,479.3590088 
2014-09-11,479.7489929 
2014-09-12,477.7529907 
2014-09-13,479.0020142 
2014-09-14,477.8919983 
2014-09-15,475.3710022 
2014-09-16,466.0570068 
2014-09-17,457.3340149 
2014-09-18,424.4400024 
2014-09-19,394.79599 
2014-09-20,408.9039917 
2014-09-21,398.8210144 
2014-09-22,402.1520081 
2014-09-23,435.7909851 
2014-09-24,423.2049866 
2014-09-25,411.5740051 
2014-09-26,404.4249878 
2014-09-27,399.519989 
2014-09-28,377.1809998 
2014-09-29,375.4670105 
2014-09-30,386.9440002 
2014-10-01,383.6149902 
2014-10-02,375.071991 
2014-10-03,359.5119934 
2014-10-04,328.8659973 
2014-10-05,320.5100098 
2014-10-06,330.07901 
2014-10-07,336.1870117 
2014-10-08,352.9400024 
2014-10-09,365.026001 
2014-10-10,361.5620117 
2014-10-11,362.2990112 
2014-10-12,378.5490112 
2014-10-13,390.4140015 
2014-10-14,400.8699951 
2014-10-15,394.7730103 
2014-10-16,382.5559998 
2014-10-17,383.7579956 
2014-10-18,391.4419861 
2014-10-19,389.54599 
2014-10-20,382.8450012 
2014-10-21,386.4750061 
2014-10-22,383.1579895 
2014-10-23,358.4169922 
2014-10-24,358.3450012 
2014-10-25,347.2709961 
2014-10-26,354.70401 
2014-10-27,352.9890137 
2014-10-28,357.6180115 
2014-10-29,335.5910034 
2014-10-30,345.3049927 
2014-10-31,338.3210144 
2014-11-01,325.7489929 
2014-11-02,325.8919983 
2014-11-03,327.5539856 
2014-11-04,330.4920044 
2014-11-05,339.4859924 
2014-11-06,349.2900085 
2014-11-07,342.4150085 
2014-11-08,345.4880066 
2014-11-09,363.2640076 
2014-11-10,366.9240112 
2014-11-11,367.6950073 
2014-11-12,423.5610046 
2014-11-13,420.7349854 
2014-11-14,397.8179932 
2014-11-15,376.1329956 
2014-11-16,387.8819885 
2014-11-17,387.4079895 
2014-11-18,375.197998 
2014-11-19,380.5549927 
2014-11-20,357.8399963 
2014-11-21,350.8479919 
2014-11-22,352.9200134 
2014-11-23,367.572998 
2014-11-24,376.901001 
2014-11-25,375.3479919 
2014-11-26,368.3699951 
2014-11-27,369.6700134 
2014-11-28,376.446991 
2014-11-29,375.4909973 
2014-11-30,378.0469971 
2014-12-01,379.2449951 
2014-12-02,381.3150024 
2014-12-03,375.0100098 
2014-12-04,369.6040039 
2014-12-05,376.8540039 
2014-12-06,374.7850037 
2014-12-07,375.0950012 
2014-12-08,361.9089966 
2014-12-09,352.2189941 
2014-12-10,346.3649902 
2014-12-11,350.506012 
2014-12-12,352.5419922 
2014-12-13,347.3760071 
2014-12-14,351.6319885 
2014-12-15,345.3450012 
2014-12-16,327.0620117 
2014-12-17,319.776001 
2014-12-18,311.3959961 
2014-12-19,317.8429871 
2014-12-20,329.9559937 
2014-12-21,320.8429871 
2014-12-22,331.8859863 
2014-12-23,334.571991 
2014-12-24,322.5339966 
2014-12-25,319.0079956 
2014-12-26,327.9240112 
2014-12-27,315.8630066 
2014-12-28,317.2390137 
2014-12-29,312.6700134 
2014-12-30,310.7369995 
2014-12-31,320.1929932 
2015-01-01,314.2489929 
2015-01-02,315.0320129 
2015-01-03,281.0820007 
2015-01-04,264.1950073 
2015-01-05,274.473999 
2015-01-06,286.1889954 
2015-01-07,294.3370056 
2015-01-08,283.348999 
2015-01-09,290.4079895 
2015-01-10,274.79599 
2015-01-11,265.6600037 
2015-01-12,267.79599 
2015-01-13,225.8609924 
2015-01-14,178.1029968 
2015-01-15,209.8439941 
2015-01-16,208.0970001 
2015-01-17,199.2599945 
2015-01-18,210.3390045 
2015-01-19,214.8609924 
2015-01-20,211.3150024 
2015-01-21,226.8970032 
2015-01-22,233.4060059 
2015-01-23,232.8789978 
2015-01-24,247.8470001 
2015-01-25,253.7180023 
2015-01-26,273.4729919 
2015-01-27,263.4750061 
2015-01-28,233.9149933 
2015-01-29,233.5130005 
2015-01-30,226.4250031 
2015-01-31,217.4640045 
2015-02-01,226.9720001 
2015-02-02,238.2290039 
2015-02-03,227.2680054 
2015-02-04,226.8529968 
2015-02-05,217.1109924 
2015-02-06,222.2660065 
2015-02-07,227.7539978 
2015-02-08,223.4120026 
2015-02-09,220.1100006 
2015-02-10,219.8390045 
2015-02-11,219.1849976 
2015-02-12,221.7640076 
2015-02-13,235.427002 
2015-02-14,257.3210144 
2015-02-15,234.8249969 
2015-02-16,233.8430023 
2015-02-17,243.6100006 
2015-02-18,236.326004 
2015-02-19,240.2830048 
2015-02-20,243.779007 
2015-02-21,244.5339966 
2015-02-22,235.977005 
2015-02-23,238.8919983 
2015-02-24,238.7350006 
2015-02-25,237.4700012 
2015-02-26,236.4259949 
2015-02-27,253.8280029 
2015-02-28,254.2630005 
2015-03-01,260.2019958 
2015-03-02,275.6700134 
2015-03-03,281.7019958 
2015-03-04,273.0920105 
2015-03-05,276.178009 
2015-03-06,272.7229919 
2015-03-07,276.2609863 
2015-03-08,274.3540039 
2015-03-09,289.6069946 
2015-03-10,291.7600098 
2015-03-11,296.3789978 
2015-03-12,294.3540039 
2015-03-13,285.3370056 
2015-03-14,281.8850098 
2015-03-15,286.3930054 
2015-03-16,290.5929871 
2015-03-17,285.5050049 
2015-03-18,256.2990112 
2015-03-19,260.928009 
2015-03-20,261.7489929 
2015-03-21,260.0249939 
2015-03-22,267.9599915 
2015-03-23,266.7399902 
2015-03-24,245.5950012 
2015-03-25,246.1970062 
2015-03-26,248.5319977 
2015-03-27,247.029007 
2015-03-28,252.7980042 
2015-03-29,242.7129974 
2015-03-30,247.526001 
2015-03-31,244.223999 
2015-04-01,247.2720032 
2015-04-02,253.0050049 
2015-04-03,254.3220062 
2015-04-04,253.6970062 
2015-04-05,260.5979919 
2015-04-06,255.4920044 
2015-04-07,253.1799927 
2015-04-08,245.0220032 
2015-04-09,243.6759949 
2015-04-10,236.0720062 
2015-04-11,236.552002 
2015-04-12,236.1529999 
2015-04-13,224.5870056 
2015-04-14,219.1589966 
2015-04-15,223.8329926 
2015-04-16,228.572998 
2015-04-17,222.8820038 
2015-04-18,223.3560028 
2015-04-19,222.6000061 
2015-04-20,224.6260071 
2015-04-21,235.2689972 
2015-04-22,234.1759949 
2015-04-23,236.4620056 
2015-04-24,231.2680054 
2015-04-25,226.3899994 
2015-04-26,219.4299927 
2015-04-27,229.2859955 
2015-04-28,225.8549957 
2015-04-29,225.8079987 
2015-04-30,236.1450043 
2015-05-01,232.0789948 
2015-05-02,234.9299927 
2015-05-03,240.3580017 
2015-05-04,239.0180054 
2015-05-05,236.1210022 
2015-05-06,229.7819977 
2015-05-07,237.3339996 
2015-05-08,243.8630066 
2015-05-09,241.8320007 
2015-05-10,240.2960052 
2015-05-11,242.1580048 
2015-05-12,241.1119995 
2015-05-13,236.3769989 
2015-05-14,236.9290009 
2015-05-15,237.6049957 
2015-05-16,236.1529999 
2015-05-17,236.802002 
2015-05-18,233.128006 
2015-05-19,231.9470062 
2015-05-20,234.0180054 
2015-05-21,235.3439941 
2015-05-22,240.3480072 
2015-05-23,238.871994 
2015-05-24,240.9530029 
2015-05-25,237.1100006 
2015-05-26,237.1159973 
2015-05-27,237.2830048 
2015-05-28,237.4080048 
2015-05-29,237.095993 
2015-05-30,233.3450012 
2015-05-31,230.1900024 
2015-06-01,222.9259949 
2015-06-02,225.8029938 
2015-06-03,225.8739929 
2015-06-04,224.3240051 
2015-06-05,224.9519958 
2015-06-06,225.6190033 
2015-06-07,222.8809967 
2015-06-08,228.4889984 
2015-06-09,229.0480042 
2015-06-10,228.8029938 
2015-06-11,229.7050018 
2015-06-12,229.9819946 
2015-06-13,232.4019928 
2015-06-14,233.5429993 
2015-06-15,236.822998 
2015-06-16,250.8950043 
2015-06-17,249.2839966 
2015-06-18,249.0070038 
2015-06-19,244.6060028 
2015-06-20,245.2120056 
2015-06-21,243.9440002 
2015-06-22,246.9900055 
2015-06-23,244.2960052 
2015-06-24,240.5149994 
2015-06-25,242.798996 
2015-06-26,243.5939941 
2015-06-27,250.9900055 
2015-06-28,249.0110016 
2015-06-29,257.0639954 
2015-06-30,263.071991 
2015-07-01,258.6210022 
2015-07-02,255.4120026 
2015-07-03,256.3359985 
2015-07-04,260.8859863 
2015-07-05,271.9129944 
2015-07-06,269.0299988 
2015-07-07,266.2070007 
2015-07-08,270.7850037 
2015-07-09,269.2279968 
2015-07-10,284.8940125 
2015-07-11,293.1149902 
2015-07-12,310.8670044 
2015-07-13,292.0539856 
2015-07-14,287.4639893 
2015-07-15,285.82901 
2015-07-16,278.0889893 
2015-07-17,279.4719849 
2015-07-18,274.901001 
2015-07-19,273.6140137 
2015-07-20,278.9809875 
2015-07-21,275.8330078 
2015-07-22,277.2219849 
2015-07-23,276.0490112 
2015-07-24,288.2780151 
2015-07-25,288.696991 
2015-07-26,292.6860046 
2015-07-27,293.6239929 
2015-07-28,294.427002 
2015-07-29,289.5899963 
2015-07-30,287.7219849 
2015-07-31,284.6499939 
2015-08-01,281.6010132 
2015-08-02,282.6140137 
2015-08-03,281.2269897 
2015-08-04,285.2179871 
2015-08-05,281.8819885 
2015-08-06,278.5769958 
2015-08-07,279.5849915 
2015-08-08,260.9970093 
2015-08-09,265.0830078 
2015-08-10,264.4700012 
2015-08-11,270.3859863 
2015-08-12,266.3760071 
2015-08-13,264.0799866 
2015-08-14,265.6799927 
2015-08-15,261.5509949 
2015-08-16,258.5069885 
2015-08-17,257.9760132 
2015-08-18,211.0789948 
2015-08-19,226.6840057 
2015-08-20,235.3500061 
2015-08-21,232.5690002 
2015-08-22,230.3899994 
2015-08-23,228.1690063 
2015-08-24,210.4949951 
2015-08-25,221.6089935 
2015-08-26,225.8309937 
2015-08-27,224.7689972 
2015-08-28,231.3959961 
2015-08-29,229.7799988 
2015-08-30,228.7610016 
2015-08-31,230.0559998 
2015-09-01,228.1210022 
2015-09-02,229.2839966 
2015-09-03,227.1829987 
2015-09-04,230.2980042 
2015-09-05,235.0189972 
2015-09-06,239.8399963 
2015-09-07,239.8470001 
2015-09-08,243.6069946 
2015-09-09,238.1679993 
2015-09-10,238.477005 
2015-09-11,240.1069946 
2015-09-12,235.2290039 
2015-09-13,230.5119934 
2015-09-14,230.6439972 
2015-09-15,230.3040009 
2015-09-16,229.0910034 
2015-09-17,229.8099976 
2015-09-18,232.9750061 
2015-09-19,231.4929962 
2015-09-20,231.2120056 
2015-09-21,227.0850067 
2015-09-22,230.6179962 
2015-09-23,230.2830048 
2015-09-24,234.529007 
2015-09-25,235.1439972 
2015-09-26,234.3399963 
2015-09-27,232.7570038 
2015-09-28,239.1419983 
2015-09-29,236.6869965 
2015-09-30,236.0599976 
2015-10-01,237.548996 
2015-10-02,237.2929993 
2015-10-03,238.7299957 
2015-10-04,238.2590027 
2015-10-05,240.3829956 
2015-10-06,246.0630035 
2015-10-07,242.9689941 
2015-10-08,242.3040009 
2015-10-09,243.9309998 
2015-10-10,244.9409943 
2015-10-11,247.0500031 
2015-10-12,245.3079987 
2015-10-13,249.5079956 
2015-10-14,251.9889984 
2015-10-15,254.3200073 
2015-10-16,262.868988 
2015-10-17,270.6400146 
2015-10-18,261.6430054 
2015-10-19,263.4370117 
2015-10-20,269.4630127 
2015-10-21,266.2720032 
2015-10-22,274.0230103 
2015-10-23,276.4960022 
2015-10-24,281.6539917 
2015-10-25,283.6799927 
2015-10-26,285.2999878 
2015-10-27,293.7879944 
2015-10-28,304.6180115 
2015-10-29,313.855011 
2015-10-30,328.0150146 
2015-10-31,314.1659851 
2015-11-01,325.4309998 
2015-11-02,361.1889954 
2015-11-03,403.4169922 
2015-11-04,411.5629883 
2015-11-05,386.3540039 
2015-11-06,374.4700012 
2015-11-07,386.4819946 
2015-11-08,373.3680115 
2015-11-09,380.2569885 
2015-11-10,336.8190002 
2015-11-11,311.0840149 
2015-11-12,338.1520081 
2015-11-13,336.7529907 
2015-11-14,332.9060059 
2015-11-15,320.1659851 
2015-11-16,330.7510071 
2015-11-17,335.0939941 
2015-11-18,334.5899963 
2015-11-19,326.1489868 
2015-11-20,322.0220032 
2015-11-21,326.927002 
2015-11-22,324.5360107 
2015-11-23,323.04599 
2015-11-24,320.04599 
2015-11-25,328.2059937 
2015-11-26,352.6839905 
2015-11-27,358.0419922 
2015-11-28,357.381012 
2015-11-29,371.2940063 
2015-11-30,377.3210144 
2015-12-01,362.4880066 
2015-12-02,359.1870117 
2015-12-03,361.04599 
2015-12-04,363.1830139 
2015-12-05,388.9490051 
2015-12-06,388.7829895 
2015-12-07,395.5360107 
2015-12-08,415.5629883 
2015-12-09,417.5629883 
2015-12-10,415.4790039 
2015-12-11,451.9379883 
2015-12-12,434.9970093 
2015-12-13,433.7550049 
2015-12-14,444.1820068 
2015-12-15,465.3210144 
2015-12-16,454.9339905 
2015-12-17,456.0780029 
2015-12-18,463.6159973 
2015-12-19,462.321991 
2015-12-20,442.6849976 
2015-12-21,438.6390076 
2015-12-22,436.571991 
2015-12-23,442.401001 
2015-12-24,454.9849854 
2015-12-25,455.6530151 
2015-12-26,417.2739868 
2015-12-27,422.822998 
2015-12-28,422.2789917 
2015-12-29,432.9830017 
2015-12-30,426.6199951 
2015-12-31,430.5669861 
2016-01-01,434.3340149 
2016-01-02,433.4379883 
2016-01-03,430.0109863 
2016-01-04,433.0910034 
2016-01-05,431.9599915 
2016-01-06,429.105011 
2016-01-07,458.0480042 
2016-01-08,453.230011 
2016-01-09,447.6109924 
2016-01-10,447.9909973 
2016-01-11,448.428009 
2016-01-12,435.6900024 
2016-01-13,432.3710022 
2016-01-14,430.3059998 
2016-01-15,364.3309937 
2016-01-16,387.5360107 
2016-01-17,382.2990112 
2016-01-18,387.1679993 
2016-01-19,380.1489868 
2016-01-20,420.230011 
2016-01-21,410.2619934 
2016-01-22,382.4920044 
2016-01-23,387.4909973 
2016-01-24,402.9710083 
2016-01-25,391.7260132 
2016-01-26,392.1530151 
2016-01-27,394.9719849 
2016-01-28,380.2890015 
2016-01-29,379.473999 
2016-01-30,378.2550049 
2016-01-31,368.7669983 
2016-02-01,373.0559998 
2016-02-02,374.447998 
2016-02-03,369.9490051 
2016-02-04,389.5939941 
2016-02-05,386.5490112 
2016-02-06,376.5220032 
